CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date,days_since_survey,severity_priority,Inspection Report
365740,Majestic Care of Clyde,700 HELEN STREET,CLYDE,OH,43410,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-02,1,N,Y,N,N,N,"700 HELEN STREET,CLYDE,OH,43410",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/365740
365814,CORTLAND CENTER,369 N HIGH STREET,CORTLAND,OH,44410,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"369 N HIGH STREET,CORTLAND,OH,44410",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/365814
365821,WALNUT CREEK NURSING CENTER,5070 LAMME ROAD,KETTERING,OH,45439,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-02-06,1,N,Y,N,N,N,"5070 LAMME ROAD,KETTERING,OH,45439",2026-03-01,82,Serious,https://www.medicare.gov/care-compare/details/nursing-home/365821
365826,CONTINUING HEALTHCARE OF CUYAHOGA FALLS,300 EAST BATH ROAD,CUYAHOGA FALLS,OH,44223,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-03,1,N,Y,N,N,N,"300 EAST BATH ROAD,CUYAHOGA FALLS,OH,44223",2026-03-01,74,Serious,https://www.medicare.gov/care-compare/details/nursing-home/365826
366047,RAE ANN GENEVA,839 W MAIN STREET,GENEVA,OH,44041,2026-01-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-21,1,N,Y,N,N,N,"839 W MAIN STREET,GENEVA,OH,44041",2026-03-01,76,Minor,https://www.medicare.gov/care-compare/details/nursing-home/366047
366073,EMBASSY OF SWANTON,214 S MUNSON RD,SWANTON,OH,43558,2026-01-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-07,1,N,Y,N,N,N,"214 S MUNSON RD,SWANTON,OH,43558",2026-03-01,90,Minor,https://www.medicare.gov/care-compare/details/nursing-home/366073
366128,ALTERCARE CAMBRIDGE INC.,66731 OLD TWENTY-ONE ROAD,CAMBRIDGE,OH,43725,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-01-26,1,Y,N,N,Y,N,"66731 OLD TWENTY-ONE ROAD,CAMBRIDGE,OH,43725",2026-03-01,89,Serious,https://www.medicare.gov/care-compare/details/nursing-home/366128
366250,KIMES NURSING & REHAB CTR,75 KIMES LANE,ATHENS,OH,45701,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-01-16,1,N,Y,N,N,N,"75 KIMES LANE,ATHENS,OH,45701",2026-03-01,81,Serious,https://www.medicare.gov/care-compare/details/nursing-home/366250
366471,AVENUE AT BROADVIEW HEIGHTS,1201 AKINS ROAD,BROADVIEW HEIGHTS,OH,44147,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-29,1,N,Y,N,N,N,"1201 AKINS ROAD,BROADVIEW HEIGHTS,OH,44147",2026-03-01,81,Minor,https://www.medicare.gov/care-compare/details/nursing-home/366471
375462,"FOUNTAIN VIEW MANOR, INC",107 EAST BARCLAY,HENRYETTA,OK,74437,2026-01-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-19,1,Y,N,N,N,N,"107 EAST BARCLAY,HENRYETTA,OK,74437",2026-03-01,76,Minor,https://www.medicare.gov/care-compare/details/nursing-home/375462
385053,Avamere Rehabilitation Of Eugene,2360 CHAMBERS STREET,EUGENE,OR,97405,2026-01-20,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-02-26,1,N,Y,N,N,N,"2360 CHAMBERS STREET,EUGENE,OR,97405",2026-03-01,76,Serious,https://www.medicare.gov/care-compare/details/nursing-home/385053
385180,MARQUIS NEWBERG,441 WERTH BLVD,NEWBERG,OR,97132,2026-01-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-03-07,1,Y,N,N,N,N,"441 WERTH BLVD,NEWBERG,OR,97132",2026-03-01,80,Minor,https://www.medicare.gov/care-compare/details/nursing-home/385180
395028,SQUIRREL HILL WELLNESS AND REHABILITATION CENTER,2025 WIGHTMAN STREET,PITTSBURGH,PA,15217,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-03,1,N,Y,N,N,N,"2025 WIGHTMAN STREET,PITTSBURGH,PA,15217",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/395028
395158,KADIMA REHABILITATION & NURSING AT GREENVILLE,110 FREDONIA ROAD,GREENVILLE,PA,16125,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"110 FREDONIA ROAD,GREENVILLE,PA,16125",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395158
395333,ROBERT PACKER HOSPITAL SKILLED CARE AND REHABILIT,91 HOSPITAL DRIVE,TOWANDA,PA,18848,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-28,1,Y,N,N,N,N,"91 HOSPITAL DRIVE,TOWANDA,PA,18848",2026-03-01,83,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395333
395351,WEST READING SKILLED NURSING AND REHABILITATION CE,425 BUTTONWOOD STREET,WEST READING,PA,19611,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"425 BUTTONWOOD STREET,WEST READING,PA,19611",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395351
395372,CAPITOL REHABILITATION AND HEALTHCARE CENTER,4000 LINGLESTOWN ROAD,HARRISBURG,PA,17112,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-05,1,N,Y,N,N,N,"4000 LINGLESTOWN ROAD,HARRISBURG,PA,17112",2026-03-01,82,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395372
395373,GREENWOOD CENTER FOR REHABILITATION AND NURSING,276 GREEN AVE EXTENDED,LEWISTOWN,PA,17044,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-10,1,Y,Y,N,N,N,"276 GREEN AVE EXTENDED,LEWISTOWN,PA,17044",2026-03-01,88,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395373
395494,SLATE BELT HEALTH & REHABILITATION CENTER,"701 SLATE BELT BLVD, RD 3",BANGOR,PA,18013,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-11,1,Y,N,N,N,N,"701 SLATE BELT BLVD, RD 3,BANGOR,PA,18013",2026-03-01,83,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395494
395629,MT MACRINA MANOR,520 WEST MAIN STREET,UNIONTOWN,PA,15401,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-02-20,1,N,Y,N,N,N,"520 WEST MAIN STREET,UNIONTOWN,PA,15401",2026-03-01,67,Serious,https://www.medicare.gov/care-compare/details/nursing-home/395629
395645,EDINBORO MANOR,419 WATERFORD STREET,EDINBORO,PA,16412,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"419 WATERFORD STREET,EDINBORO,PA,16412",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395645
395653,WOODHAVEN HEALTH & REHAB CENTER,2400 MCGINLEY ROAD,MONROEVILLE,PA,15146,2026-01-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-03,1,N,Y,N,N,N,"2400 MCGINLEY ROAD,MONROEVILLE,PA,15146",2026-03-01,84,Serious,https://www.medicare.gov/care-compare/details/nursing-home/395653
395666,SPRING HILL REHABILITATION AND NURSING CENTER,2170 RHINE STREET,PITTSBURGH,PA,15212,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"2170 RHINE STREET,PITTSBURGH,PA,15212",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395666
395679,KADIMA REHABILITATION & NURSING AT WASHINGTON,1198 W. WYLIE AVENUE,WASHINGTON,PA,15301,2026-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"1198 W. WYLIE AVENUE,WASHINGTON,PA,15301",2026-03-01,66,Serious,https://www.medicare.gov/care-compare/details/nursing-home/395679
395719,RIVERSIDE HEALTH & REHAB CENTER,100 8TH STREET,MCKEESPORT,PA,15132,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-08,1,Y,N,N,N,N,"100 8TH STREET,MCKEESPORT,PA,15132",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/395719
395726,HARMON HOUSE HEALTH & REHAB CENTER,601 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-27,1,N,Y,N,N,N,"601 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666",2026-03-01,83,Minor,https://www.medicare.gov/care-compare/details/nursing-home/395726
395875,GREENWOOD CENTER FOR NURSING AND REHAB,149 LAFAYETTE AVENUE,TAMAQUA,PA,18252,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-02-19,1,Y,N,N,N,N,"149 LAFAYETTE AVENUE,TAMAQUA,PA,18252",2026-03-01,82,Serious,https://www.medicare.gov/care-compare/details/nursing-home/395875
395986,KITTANNING HEALTH & REHAB CENTER,120 KITTANNING CARE DRIVE,KITTANNING,PA,16201,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-02-09,1,Y,Y,N,N,N,"120 KITTANNING CARE DRIVE,KITTANNING,PA,16201",2026-03-01,87,Serious,https://www.medicare.gov/care-compare/details/nursing-home/395986
396093,RICHFIELD HEALTHCARE AND REHABILITATION CENTER,631 MAIN STREET,RICHFIELD,PA,17086,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"631 MAIN STREET,RICHFIELD,PA,17086",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/396093
396122,FOX SUBACUTE AT MECHANICSBURG,120 SOUTH FILBERT ST,MECHANICSBURG,PA,17055,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"120 SOUTH FILBERT ST,MECHANICSBURG,PA,17055",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/396122
415038,"Adviniacare Providence Dodge Rehab Center, LLC",135 Dodge Street,Providence,RI,02907,2026-01-23,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,D,"Deficient, Provider has plan of correction",2026-03-04,1,N,Y,N,N,N,"135 Dodge Street,Providence,RI,02907",2026-03-01,73,Minor,https://www.medicare.gov/care-compare/details/nursing-home/415038
415040,Royal Middletown Nursing Center,193 Forest Avenue,Middletown,RI,02842,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-16,1,N,Y,N,N,N,"193 Forest Avenue,Middletown,RI,02842",2026-03-01,89,Minor,https://www.medicare.gov/care-compare/details/nursing-home/415040
415059,"AdviniaCare Orchard, LLC",135 Tripps Lane,East Providence,RI,02915,2026-01-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,L,"Deficient, Provider has date of correction",2026-01-19,1,N,Y,N,N,N,"135 Tripps Lane,East Providence,RI,02915",2026-03-01,84,Critical,https://www.medicare.gov/care-compare/details/nursing-home/415059
425385,Wildewood Downs,1215 Wildewood Downs Circle,Columbia,SC,29223,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-02-18,1,N,Y,N,N,N,"1215 Wildewood Downs Circle,Columbia,SC,29223",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/425385
435038,TEKAKWITHA LIVING CENTER,6 E CHESTNUT,SISSETON,SD,57262,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-03-08,1,Y,N,N,N,N,"6 E CHESTNUT,SISSETON,SD,57262",2026-03-01,74,Serious,https://www.medicare.gov/care-compare/details/nursing-home/435038
435040,AVANTARA MOUNTAIN VIEW,916 MOUNTAIN VIEW ROAD,RAPID CITY,SD,57702,2026-01-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-02-17,1,Y,N,N,N,N,"916 MOUNTAIN VIEW ROAD,RAPID CITY,SD,57702",2026-03-01,90,Serious,https://www.medicare.gov/care-compare/details/nursing-home/435040
435054,AVANTARA REDFIELD,1015 THIRD STREET EAST,REDFIELD,SD,57469,2026-01-28,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-03-06,1,Y,N,N,N,N,"1015 THIRD STREET EAST,REDFIELD,SD,57469",2026-03-01,68,Serious,https://www.medicare.gov/care-compare/details/nursing-home/435054
435058,AVANTARA CLARK CITY,201 8TH AVENUE NW,CLARK,SD,57225,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-22,1,Y,N,N,N,N,"201 8TH AVENUE NW,CLARK,SD,57225",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/435058
435060,AVANTARA SAINT CLOUD,302 ST CLOUD STREET,RAPID CITY,SD,57701,2026-01-27,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-03-10,1,Y,N,N,N,N,"302 ST CLOUD STREET,RAPID CITY,SD,57701",2026-03-01,69,Serious,https://www.medicare.gov/care-compare/details/nursing-home/435060
435127,DOW RUMMEL VILLAGE,1321 W DOW RUMMEL ST,SIOUX FALLS,SD,57104,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has plan of correction",2026-02-22,1,Y,N,N,N,N,"1321 W DOW RUMMEL ST,SIOUX FALLS,SD,57104",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/435127
445543,TENNESSEE STATE VETERANS HOME- CLEVELAND,1940 WESTLAND DRIVE,CLEVELAND,TN,37311,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"1940 WESTLAND DRIVE,CLEVELAND,TN,37311",2026-03-01,74,Minor,https://www.medicare.gov/care-compare/details/nursing-home/445543
455510,Castle Hills Rehabilitation and Care Center,8020 Blanco Rd,San Antonio,TX,78216,2026-01-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-20,1,N,Y,N,N,N,"8020 Blanco Rd,San Antonio,TX,78216",2026-03-01,80,Minor,https://www.medicare.gov/care-compare/details/nursing-home/455510
455528,Laredo West Nursing and Rehabilitation Center,1200 Lane,Laredo,TX,78043,2026-01-10,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-11,1,N,Y,N,N,N,"1200 Lane,Laredo,TX,78043",2026-03-01,86,Minor,https://www.medicare.gov/care-compare/details/nursing-home/455528
455591,Focused Care of Waxahachie,1413 W Main St,Waxahachie,TX,75165,2026-01-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-06,1,N,Y,N,N,N,"1413 W Main St,Waxahachie,TX,75165",2026-03-01,83,Minor,https://www.medicare.gov/care-compare/details/nursing-home/455591
455838,ROBSTOWN NURSING AND REHABILITATION CENTER,603 E AVE J,ROBSTOWN,TX,78380,2026-01-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-07,1,Y,N,N,N,N,"603 E AVE J,ROBSTOWN,TX,78380",2026-03-01,90,Minor,https://www.medicare.gov/care-compare/details/nursing-home/455838
455840,THE ARBORS HEALTHCARE AND REHABILITATION CENTER,1884 LOOP 343 WEST,RUSK,TX,75785,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-15,1,Y,N,N,N,N,"1884 LOOP 343 WEST,RUSK,TX,75785",2026-03-01,82,Minor,https://www.medicare.gov/care-compare/details/nursing-home/455840
455856,VAN HEALTHCARE,169 S OAK ST,VAN,TX,75790,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-16,1,Y,N,N,N,N,"169 S OAK ST,VAN,TX,75790",2026-03-01,82,Serious,https://www.medicare.gov/care-compare/details/nursing-home/455856
455941,Avir at Enchanted Rock,210 WEST WINDCREST ST,FREDERICKSBURG,TX,78624,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-10,1,N,Y,N,N,N,"210 WEST WINDCREST ST,FREDERICKSBURG,TX,78624",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/455941
455962,KAUFMAN HEALTHCARE CENTER,3001 S HOUSTON ST,KAUFMAN,TX,75142,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-09,1,Y,N,N,N,N,"3001 S HOUSTON ST,KAUFMAN,TX,75142",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/455962
465098,Pinnacle Nursing and Rehabilitation Center,1340 East 300 North,Price,UT,84501,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,N,N,"1340 East 300 North,Price,UT,84501",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/465098
475033,Crescent Manor Care Ctrs,312 Crescent Blvd,Bennington,VT,05201,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-31,1,Y,N,N,N,N,"312 Crescent Blvd,Bennington,VT,05201",2026-03-01,89,Serious,https://www.medicare.gov/care-compare/details/nursing-home/475033
495210,Norfolk Health Care Center,901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-30,1,N,Y,N,N,N,"901 EAST PRINCESS ANNE ROAD,NORFOLK,VA,23504",2026-03-01,82,Minor,https://www.medicare.gov/care-compare/details/nursing-home/495210
505080,LIFE CARE CENTER OF KENNEWICK,1508 WEST SEVENTH AVENUE,KENNEWICK,WA,99336,2026-01-26,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-12,1,N,Y,N,N,N,"1508 WEST SEVENTH AVENUE,KENNEWICK,WA,99336",2026-03-01,70,Minor,https://www.medicare.gov/care-compare/details/nursing-home/505080
505485,LINDEN GROVE HEALTH CARE CENTER,400 - 29TH STREET NORTHEAST,PUYALLUP,WA,98373,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"400 - 29TH STREET NORTHEAST,PUYALLUP,WA,98373",2026-03-01,82,Serious,https://www.medicare.gov/care-compare/details/nursing-home/505485
505522,SALMON CREEK POST ACUTE & REHABILITATION,2811 NE 139TH STREET,VANCOUVER,WA,98686,2026-01-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-20,1,Y,N,N,N,N,"2811 NE 139TH STREET,VANCOUVER,WA,98686",2026-03-01,87,Minor,https://www.medicare.gov/care-compare/details/nursing-home/505522
515066,Dunbar Center,501 CALDWELL LANE,DUNBAR,WV,25064,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-02-19,1,N,Y,N,N,N,"501 CALDWELL LANE,DUNBAR,WV,25064",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/515066
515155,PIERPONT CENTER AT FAIRMONT CAMPUS,1543 COUNTRY CLUB ROAD,FAIRMONT,WV,26554,2026-01-08,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-10,1,Y,N,N,N,N,"1543 COUNTRY CLUB ROAD,FAIRMONT,WV,26554",2026-03-01,88,Serious,https://www.medicare.gov/care-compare/details/nursing-home/515155
525108,RESOLVE AT WEST ALLIS RESPIRATORY AND REHAB,9047 W GREENFIELD AVE,WEST ALLIS,WI,53214,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-01-31,1,N,Y,N,N,N,"9047 W GREENFIELD AVE,WEST ALLIS,WI,53214",2026-03-01,82,Minor,https://www.medicare.gov/care-compare/details/nursing-home/525108
525266,OAK PARK NURSING AND REHAB CENTER,718 JUPITER DRIVE,MADISON,WI,53718,2026-01-10,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,L,"Deficient, Provider has plan of correction",2026-02-09,1,N,Y,N,N,N,"718 JUPITER DRIVE,MADISON,WI,53718",2026-03-01,86,Critical,https://www.medicare.gov/care-compare/details/nursing-home/525266
525370,TWIN PORTS HEALTH SERVICES,1612 N 37TH ST,SUPERIOR,WI,54880,2026-01-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-20,1,Y,N,N,N,N,"1612 N 37TH ST,SUPERIOR,WI,54880",2026-03-01,74,Serious,https://www.medicare.gov/care-compare/details/nursing-home/525370
525472,OAKBROOK HEALTH AND REHABILITATION,206 W PROSPECT ST,THORP,WI,54771,2026-01-29,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-02-16,1,Y,N,N,N,N,"206 W PROSPECT ST,THORP,WI,54771",2026-03-01,67,Serious,https://www.medicare.gov/care-compare/details/nursing-home/525472
525472,OAKBROOK HEALTH AND REHABILITATION,206 W PROSPECT ST,THORP,WI,54771,2026-01-29,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,D,"Deficient, Provider has date of correction",2026-02-16,1,Y,N,N,N,N,"206 W PROSPECT ST,THORP,WI,54771",2026-03-01,67,Minor,https://www.medicare.gov/care-compare/details/nursing-home/525472
525486,Grancare Nursing Center,1555 Dousman St,Green Bay,WI,54303,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-01-30,1,Y,N,N,N,N,"1555 Dousman St,Green Bay,WI,54303",2026-03-01,89,Serious,https://www.medicare.gov/care-compare/details/nursing-home/525486
525488,MEADOWBROOK AT BLACK RIVER FALLS,1311 TYLER ST,BLACK RIVER FALLS,WI,54615,2026-01-14,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-02-14,1,Y,N,N,N,N,"1311 TYLER ST,BLACK RIVER FALLS,WI,54615",2026-03-01,82,Serious,https://www.medicare.gov/care-compare/details/nursing-home/525488
525537,Lasata Care Center,W76 N677 Wauwatosa Rd,Cedarburg,WI,53012,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-07,1,Y,N,N,N,N,"W76 N677 Wauwatosa Rd,Cedarburg,WI,53012",2026-03-01,89,Serious,https://www.medicare.gov/care-compare/details/nursing-home/525537
525648,BARRON CARE AND REHABILITATION,660 E BIRCH AVE,BARRON,WI,54812,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-07,1,Y,N,N,N,N,"660 E BIRCH AVE,BARRON,WI,54812",2026-03-01,89,Serious,https://www.medicare.gov/care-compare/details/nursing-home/525648
525713,NEIGHBORS - EAST NEIGHBORHOOD (THE),658 HOWISON CIRCLE,MENOMONIE,WI,54751,2026-01-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2026-02-07,1,Y,N,N,N,N,"658 HOWISON CIRCLE,MENOMONIE,WI,54751",2026-03-01,89,Serious,https://www.medicare.gov/care-compare/details/nursing-home/525713
535025,Polaris Rehabilitation and Care Center,2700 E 12th Street,Cheyenne,WY,82001,2026-01-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has plan of correction",2026-02-11,1,Y,Y,N,N,N,"2700 E 12th Street,Cheyenne,WY,82001",2026-03-01,81,Minor,https://www.medicare.gov/care-compare/details/nursing-home/535025
535059,Star Valley Care Center,130 Hospital Lane,Afton,WY,83110,2026-02-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,N,N,"130 Hospital Lane,Afton,WY,83110",2026-03-01,53,Minor,https://www.medicare.gov/care-compare/details/nursing-home/535059
555039,FIRESIDE HEALTH CARE CENTER,947 3RD STREET,SANTA MONICA,CA,90403,2026-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-02-24,1,Y,N,N,N,N,"947 3RD STREET,SANTA MONICA,CA,90403",2026-03-01,73,Minor,https://www.medicare.gov/care-compare/details/nursing-home/555039
